94.0|[832,1663,4367,2470,3094,2133,2975,1543,3555,2976,484,3897,1686,1181,1051,1051,1]
141.0|[260,3317,1199,2717,3118,4044,4739,13,3659,482,1299,186,3338,341]
6.0|[4547,2876,940,1620,3349,1686]
15.0|[3951,4666,3579,4322,4013,2462,4104,787,1891,804,1189,4170,3148,2719]
125.0|[1120,3694,4355,663,922,1627,4554,354,4212,1180,4132,2519,183,1397,4458,2917,483,1937,183]
74.0|[4025,3901,3569,1064,832,4212,1302,1299,3707,4,3662,2792,2455,341,783,1937,1]
121.0|[1935,482,2581,4462,656,2650,2034,2517,2179,784,1937,486,2850,2028]
151.0|[1373,3339,2255,983,3853,2191,2460,341]
186.0|[3286,616,52,1187,3810,2731,2797,3813,23,641,3763,785,4583,483,4034,1]
14.0|[3214,4629,3009,930,209,2647,2181,2647]
125.0|[2865,2536,651,552,3319,1759,4497,4765,3708,1392,1543,1054,2913,344,781]
96.0|[521,2904,4823,2722,2332,920,386,2029,1938,2393,1055,3945,2179,1]
198.0|[165,3151,3203,3761,2863,2728,3952,4638,1544,2521,3611,3033,1617,787,2255,912,2850,483,1180,1]
174.0|[989,589,1779,2327,3946,4552,3418,1686,3805,3033,781,2455,910,183]
30.0|[3503,23,1556,2947,362,2798,483,1054,509,4038,2109,3805,4171,3553]
165.0|[3733,1003,3948,2186,4055,2791,2456,3664,3283,1,1,640]
104.0|[2439,2944,489,4179,4170,1891,4554,2915,2917,3518,1299,2028]
137.0|[916,4503,29,2424,2003,3246,2975,783,2327,3945,1390,782,4130,2]
12.0|[4528,4549,4131,3814,219,664,3759,4354,2112,4821,3554,910,1,640,1180]
177.0|[3005,449,2917,4692,1056,1413,3707,2917,1937,183,184,1051,482]
104.0|[1433,1439,2816,3619,3553,645,4082,4759,3516,911,3283,341,640]
35.0|[2061,3316,4008,3767,2865,4584,1072,2987,2389,918,910,14,1817,184]
94.0|[3084,199,2120,2662,1542,2036,3152,3285,4499,3555,1818,4494,183,1]
34.0|[2978,2864,3057,1837,2590,1759,2593,921,2032,2749,2122,3290,4556,2196,1181,1181,4211,4210,4672,346,3090,1180,1937,2107,1]
110.0|[22,2909,3524,1623,8,3558,2109,2717,2913,1180]
18.0|[3504,2046,6,1893,3673,2789,1205,2853,2046,1953,4804,3903,484,4175,1617]
67.0|[781,2211,2691,1852,1754,4641,3758,3989,1943,2857,4285,183,641]
145.0|[263,4753,1959,1409,3203,350,3475,1056,4287,342,2108,1183,3943,1471,911,3418,1937]
168.0|[1204,3706,1312,230,1076,3433,3859,100,2739,2039,4400,3712,4559,1301,2471,2029,1182,4084,2107]
148.0|[3184,4177,563,4459,1471,4534,1755,4495,2922,3557,2918,3807,3474,2457,1541,1,910]
170.0|[582,4180,2539,3146,1070,2222,3852,4393]
138.0|[2174,2859,41,650,3285,1055,1192,3,2788,4637,2920,3706,4352,4801,341,183]
154.0|[2105,2113,2917,482,1820,4583,13,2028,1299]
77.0|[1858,3495,2392,3768,649,4216,3483,1950,1893,185,2455,3246,1051,4779,1392,3246,3943,1299,1]
89.0|[3665,3574,2657,967,1078,225,4813,2267,4357,3992,4639,3555,1181,4712,2,2]
131.0|[1452,1884,4801,4218,3261,3428,649,4784,189,3283,482,183,183]
2.0|[4314,3442,3421,343]
49.0|[1711,3935,685,3477,1879,4821,1817,1299,3418,183]
154.0|[1467,800,4779,3706,1,1051,482,640]
57.0|[4389,4462,25,1554,28,785,3903,3987,3205,782,2455,1937,3985,342,1879,1051,910]
100.0|[3031,4214,2728,3662,2850,4318,187,644,4249,1686,2028,183]
155.0|[4150,703,88,65,2459,2049,1401,1185,3382,2388,1891,485,4584,640]
158.0|[245,3945,2019,1392,1879,1185,3708,3338,1182,1686,783]
123.0|[1448,507,2226,653,4639,2518,4249,1054,184,2,483,1180,911,183,1]
194.0|[632,2919,2581,3480,2792,2575,2787,4779,4639,781,1943,3033,183]
13.0|[4414,4825,4726,38,4642,2651,4085,3249,1943,2855,1689,3897,4082,2786,642,1946,346,2388,642,1471,2575,3090,910]
88.0|[1471,2562,362,654,4090,1470,537,383,220,1059,1069,3806,2718,3707,2030,4427,1394,4,1,482,1051,1]
177.0|[293,4783,3114,4529,1845,2388,3805,3381,1,482,1]
103.0|[2261,3790,1314,516,2522,1113,946,1474,1413,3759,4170,3090,3849,1182,2028,3091,913,3,2575]
46.0|[1650,1087,3713,1072,3586,642,2203,526,11,3991,2461,23,781,1541]
188.0|[188,136,4329,1485,1699,2405,4000,2521,1187,3420,2850,4036,2583,3986,3475,1881,4083,183,3553,1750,1750,3033]
21.0|[4487,198,189,3492,913,3811,1299,1,1068,493,4353,3147,3090,1617,2648,2,1,482]
127.0|[2414,1602,815,910,1415,4392,2,4427,916,482]
30.0|[1081,4190,2952,4507,2457,4692,2979,3283]
26.0|[3665,4244,190,3664,3766,1401,925,2465,2791,4805,1392,3338,3985,2579,3849,2577,2107,910]
172.0|[2353,4534,3528,288,783,489,3251,199,3285,488,1944,1880,4172,4082,4779,1180,3659,3147,2030,185,781,1750,2179,341]
182.0|[3868,2654,753,2856,2335,190,2469,2399,2037,650,3758,1880,4284,910,1051,1]
42.0|[2180,4212,3967,1850,2788,4363,4562,1223,2853,2107,1180]
70.0|[2498,2481,2485,4668,2189,488,2722,3473,4249,2717]
69.0|[1100,3011,4043,2578,2492,3764,4170,1303,1302,183,640]
26.0|[3774,3234,1096,3624,813,2256,185,1883,782,2455,1937,2717]
180.0|[1619,3624,803,2227,115,941,482,646,482,1052,3473]
134.0|[706,488,1413,3363,4712,2789,256,12,3210,31,1184,1471,482,500,3759,643,3283,3807,2107,783,2390,4170,2647,1180,1]
29.0|[3451,3444,3262,3525,2520,937,2858,2723,3154,1299,2,1]
140.0|[1457,4672,363,1414,1544,2117,1301,1058,184,3202]
105.0|[2883,3985,1945,2376,4087,2109,352,1180,2575,915,1817]
108.0|[3200,938,351,13,4458,1755,2975,1051]
