186.0|[457,3669,3155,2333,4396,698,10,1751,351,782,644,3146,2324,482,1]
93.0|[1788,1632,2307,918,918,1545,3473,3422,3,3146]
143.0|[1880,383,3864,2092,1205,1189,3615,3093,781,3149,782,1820,2980,1688,1192,2787,1542,2976,4034,483,640,183,1]
114.0|[2512,1472,519,485,2193,2585,3898,912,3090,1]
194.0|[243,612,1627,2396,1194,55,189,487,2179,2652,1183,342,645,2388,1299,2179,641,483,482,1180,640,341]
8.0|[3400,4681,1937,2672,3952,44,642,1053,2179,183]
163.0|[2015,4715,3210,1821,3767,1051,2203,3944,1309,784,4665,1182,343,2,1051]
198.0|[773,2725,2864,1824,3898,2258,1820,3986,3034,1051]
114.0|[1341,4220,2633,4759,2119,5,1879,2718,3473,3608,4779,912,1390,3897,2]
81.0|[2079,4114,4737,2583,380,3659,2851,641,341]
174.0|[1548,1006,1554,258,4407,1392,1696,1307,915,2183,911,3418,784,3608,1391,4034,1299,641]
180.0|[2519,3354,1546,1255,4429,104,4436,4493,3090,914,4130]
28.0|[1423,2677,3824,2137,953,2128,2113,2723,1691,2187,652,3033,912,910,1541,781]
29.0|[1211,2919,210,2992,3558,3917,2042,342,3643,3812,4713,4667,2,1299,2456,183,183,4318,3,910,781]
131.0|[1720,553,2596,3571,648,3340,4498,2462,2936,2121,2578,196,2717,4286,3423,1818,2718,3985,1182,185,1]
146.0|[2870,2138,1700,821,4255,78,4149,649,2587,3943,1392,2520,1181,1472,192,2108,4759,797,916,1,341,1]
63.0|[4830,2607,395,668,3674,4401,3850,351,1208,4528,1051,653,1190,3094,915,341]
184.0|[789,290,667,1192,2353,1214,932,345,1470,2201,4131,191,1954,1754,1188,3091,2975,341,183,482]
79.0|[2069,3202,2370,1964,3420,2112,50,1474,3246,1686,2388,2179]
163.0|[427,3055,2078,514,1054,2647,4,3381,3283,3757,1]
158.0|[3712,2252,2582,3287,658,1753,2850,1818,649,1880,3090,1617,1938,2647,1180]
143.0|[368,4051,75,2059,1091,1646,3609,1778,2722,4780,1051,1299,1]
196.0|[133,490,1407,1837,647,2116,2281,4823,1076,355,4637,3420,3208,918,1883,347,788,2324,1879]
37.0|[3444,3346,3708,2115,3041,2870,1853,1479,3391,2406,2723,4212,482,3146,486,4392,183,482,1181]
30.0|[2615,4,3680,342,3206,3664,4265,1842,1181,1750,653,2114,2108,910,910]
17.0|[3519,1474,3541,1331,3477,3780,4824,43,4493,2028,483,483,1817,640,1051,1]
43.0|[370,4436,4434,2617,2677,3529,3042,3094,813,4458,2717,1937,1180,183,781]
106.0|[2910,12,1831,2577,1687,2256,3608,911,345,3473,643,2850]
109.0|[2833,1963,4400,404,1411,4584,3945,4552,184,4665]
178.0|[3455,584,197,1300,2255,1475,506,4586,211,1543,1937,912,1,2,1]
126.0|[2780,4554,3213,2583,664,4133,3805,482,342,2179,482,341]
72.0|[2503,3632,3053,2853,4318,4170,3093,2028,186,4392,1299,640]
69.0|[1731,4622,4723,2584,2654,3989,3757,20,3149,4082,1299,910,1299]
45.0|[4358,3698,2664,930,4801,3480,3033,496,812,2108,664,2722,9,3151,781,1055,1618,2388,4170,1879]
174.0|[216,1145,2725,939,1898,1309,3616,2194,921,3477,2401,1208,2324,2921,2577,3985,1180,2255,1051,482]
1.0|[4820,792,3519,3152,186,2325,2182,483]
4.0|[3267,3309,207,4060,2112,1755,4528,185,198,1760,4637,1062,910,1]
151.0|[4556,262,2147,1579,2918,956,1396,4429,1689,1541,2028,341,640,1051,1051]
20.0|[3509,529,2041,2806,4358,4821,3709,3338,484,4171,1688,1182,3553,2647,482,1051]
81.0|[1330,1884,1696,2961,1562,4740,1701,487,1552,4034,183,3094,1752,4284,483,3757,1,1051,341]
56.0|[919,4407,2762,4554,3861,3630,1391,2044,3518,4321,2030,483,183,1180]
192.0|[612,222,3097,3570,3527,1307,3516,2977,3899,482,1052,910,781]
12.0|[3569,4039,1845,4201,3251,11,3555,1472,1299,782,3,640,1,482]
113.0|[3007,3663,4525,2204,1443,3387,2650,500,1686,483,1619,4289,3516,2914,910,781,341]
65.0|[4263,4726,2199,1407,1235,1187,4133,4181,1302,342,1754,183,1390,910,1]
94.0|[2070,1111,3180,953,4249,3660,188,1180,482,2,1051]
102.0|[2917,2073,2228,3202,1111,2179,2914,3092,186,2455,1541,3338,3202,640]
116.0|[1352,1524,808,4638,1819,781]
36.0|[1937,2493,3783,3100,4690,3091,3713,3554,2195,4263,185,640,1051]
131.0|[1528,4563,1625,2650,4612,1563,3811,3095,204,1751,2575,1937,640]
63.0|[1982,4402,3172,4437,2193,1777,187,1760,646,4587,1070,3985,2647,2112,183]
182.0|[744,3621,4787,2650,1817,1330,4354,4252,934,509,4612,1818,782,183]
132.0|[3382,4379,1939,4327,1251,3427,4802,2113,910,3613,793,4458,4131,1,781,911,643]
50.0|[3016,506,183,4045,3560,3575,3217,2037,1397,342,1941,4586,2581,4035,2576,3096,183,187,482]
56.0|[204,1856,1408,3963,4824,3292,4430,1395,3989,1477,796,3106,4215,918,4320,183,183,642,2,3,781]
