88.0|[1565,2628,3773,1323,4717,3947,4043,3946,1690,2977,2032,4131,351,1180]
38.0|[4573,3338,2493,4821,1416,3146,781,640,184]
142.0|[84,1469,1847,988,3860,2985,3485,1302,1401,4130,14,4780,2575]
183.0|[2649,1840,260,110,4562,3383,3560,1826,4325,1472,10,3474,2717,4352,484,1185,4801,183,183,1]
7.0|[2807,4608,2593,4352,1185,485,2717,341,1]
3.0|[4825,3168,1555,4275,203,1772,2255,484,915,485,2255,1]
145.0|[1463,2859,1485,23,2330,4035,3556,786,4611,341,8,2110,3146,1,185,1180]
169.0|[877,2133,37,3707,1421,3091,1945,1304,1058,1182,3102,2113,1942,4250,1618,4,184,1]
181.0|[2480,2413,2739,590,2048,352,2032,3849,3988,3553,640,183]
123.0|[2451,4289,2,1886,797,365,3985,4583,1051,1937,2575,781,640]
91.0|[676,4629,4807,2668,542,3383,1197,1473,3150,2522,189,3247,1470,2179,640,1941,483,3091,783,1180]
116.0|[1087,1352,228,3519,70,2754,1310,1182,787,910,4]
138.0|[925,1129,1450,4211,3757,2256,353,4352,645,2179,3034,4170,2388,2975,781,1469]
46.0|[2409,1972,1084,2472,504,2917,3036,3317,953,9,654,2798,4612,913,1541,3,4170,4552,2388,482,640,1937]
108.0|[973,3491,2648,3349,1649,1705,4401,2455,380,1628,644,914,2455,787,3381,489,3986,341,184,3339,640,183]
149.0|[953,427,1,1828,3540,4172,1056,3612,4038,2787,188,2717,2648,1051,1051]
64.0|[3846,2799,43,489,2107,1051,2393,1054,482,1390,2179,1687,4524,2180,2850,1390,1,341,482,1,1]
102.0|[1521,4136,3734,1410,4217,1303,3419,1,2975,641,2786,183,1686,3090,1937,183,781,640]
41.0|[3841,3676,3478,4432,490,3475,521,644,4583,2325,4557,483,2326,3608,3283,183,2,1]
166.0|[437,1206,4811,1882,689,4668,1880,914,3097,2185,913,187,3,1541,781]
105.0|[1991,533,1896,3735,2650,1055,4042,4779,349,2033,2459,2030,3342,1882,926,3339,782]
80.0|[4016,1862,185,3342,3659,2029,3610,2518,3339,3204,1939,3,488,3246,1686,1,1051,183]
14.0|[3277,2747,2197,1473,2647,910,1881,644,1751,482]
18.0|[4624,2415,1472,4253,4511,3615,4087,786,658,522,2917,3808,2655,2389,4691,1541,4284,2256,643]
172.0|[2401,4264,90,1967,3988,102,3520,2852,3207,3712,1947,1181,184,910,1]
51.0|[4072,2426,2648,1690,2791,4392,353,2850,4352,4249,1051,341,1180,1]
45.0|[3843,208,3051,3526,2649,3897,10,2855,641,4458,2517,641,482,1]
50.0|[2216,2055,3316,2204,4432,3479,3037,2401,2111,2723,191,1618,3516,913,2520,4210,2718,1059,1]
64.0|[2987,3233,4552,2221,38,3096,3849,3099,1194,2111,2976,485,3608,783,1469,781]
198.0|[1821,4086,170,4325,1064,2109,3424,4713,2583,4760,5,3473,3033]
129.0|[2631,855,187,1073,3037,2851,4712,346,3706,2,183]
149.0|[2120,2658,227,199,428,1643,3209,3526,4802,789,342,2344,490,2796,2519,24,2327,4665,2181,1390,2975,910]
156.0|[2388,4092,870,4719,1962,208,3057,375,2181,640,641,3849,482,1180,2]
25.0|[4801,3411,1223,2108,3286,807,4427,3042,3812,2122,8,3473,4035,2111]
84.0|[3026,3722,1554,3557,3383,3989,3947,793,4322,1180,3091,4637,2179,2786,781,183,482]
81.0|[3657,2794,2652,200,1300,647,504,491,185,1820,484,188,640,640,1937]
69.0|[2562,4464,4055,4637,672,1632,4175,2031,3091,4286,3516,2786]
192.0|[516,768,2729,1942,2790,2859,808,2786,2388,3090,341,2850,1]
163.0|[435,1362,3560,4496,3947,4612,1937,3805,482,640,640]
129.0|[1208,1566,2244,1631,3556,2726,2330,185,183]
24.0|[4023,4535,4504,2981,12,25,4250,1192,1818,1300,2650,911,1938,1879,3943,2455,3090,483,2575,781]
57.0|[1917,25,2666,4366,4597,1824,1311,4583,4525,2330,2647,640,183,1299,1,1]
120.0|[2241,491,3176,2654,4249,2458,2458,1300,782,3985,2255,910,183]
14.0|[4547,1313,3157,3254,23,2051,4499,4133,1543,2853,3,2787,2457,2851,1751,2256,3090,1182,1051,1]
141.0|[720,2554,2801,365,3482,3559,4257,24,4132,2324,2029,1880,2028,3473,2179,910]
123.0|[797,2918,1989,1452,2108,1686,1051,640,1051]
165.0|[279,4585,2630,3475,187,189,483,2259,2788,188,782]
28.0|[3640,525,2532,4377,1617,4042,910,2578,4034,3608,2518,3283,2647]
30.0|[4218,3639,3381,4112,3382,4392,2519,4497,3723,3,1817,2718,1051,781,2179,781]
22.0|[2613,3273,2916,1053,4210,2927,2040,1484,794,1300,2519]
25.0|[3956,4170,3881,3633,1215,2258,1195,2111,4043,1756,2108,913,3339]
86.0|[2229,3587,2196,4134,650,945,1752,2787,17,1390,2786,2575,911]
118.0|[2283,1511,410,232,1184,1880,815,3290,2520,4553,3559,4637,4459,3516,1750,1]
51.0|[3742,4182,1721,2187,3291,2109,351,3424,482,1469,1,183,482]
34.0|[3932,4725,1819,1400,1302,2655,3286,4170,1308,2575,2853,12,2394,2255,1299,781,482]
19.0|[375,4791,4225,2481,2863,1302,2344,3474,1757,1312,3564,3555,2389,183,1541,2180,2851,1937,183,1]
153.0|[1379,1491,1308,1190,223,4135,2456,2180,3033,3608,910,482]
2.0|[4758,349,930,3555,2257,343,2913,1,1181]
12.0|[4541,2946,926,4759,3805,3398,2588,1299,4039,494,4210,1937]
72.0|[3431,3567,2622,2279,1427,1892,2390,3338,3659,344,2107,1299,1937]
135.0|[1236,79,2590,2461,2458,1841,521,3564,517,4179,4357,1946,1827,3042,3519,502,2033,3147,1051,2850,1750,1]
132.0|[2479,4392,2093,4220,518,2647,2,195,4170,784,910,183]
2.0|[4770,4570,2052,4256,3160,939,1879,3902,1303,350,2181,1,482]
134.0|[3855,2006,1957,681,381,1303,1543,376,1548,2654,2185,3388,1469,785,4525,4525,4666,3553,1750,341,640]
178.0|[3631,3902,109,10,4399,205,1475,260,2267,1478,3851,27,185,910,3148,2029,4082,910,3659,3985,1,183]
58.0|[3884,2116,383,1655,2456,496,1686,1687,1390,1686,1180,341,1051,183]
111.0|[2281,3835,3303,407,3608,2647,911,910]
160.0|[3706,4148,873,686,2651,1089,2983,4393,3418,4288,1390,3285,4821,342,2028,482]
111.0|[3632,548,3035,4813,1958,2458,3707,1618,1481,1198,4556,2458,2391,792,4584,484,4690,1187,9,1302,2914,1541,3553,1,1]
37.0|[1573,2943,1906,2812,954,1698,3944,20,2030,3148,2577,1181,3608,910,482]
102.0|[2311,2736,1565,3670,4805,2852,781,1617,1180,781]
190.0|[511,700,4082,1302,209,1193,600,1317,4640,2036,4588,3288,2112,1822,3944,4691,1622,2325,1938,341,1469,3849]
33.0|[1545,3218,1420,3218,2201,4460,801,2879,2053,815,3147,3422,1182,3611,4082,3146,1,1180,482,1]
110.0|[801,2073,4210,1353,4779,1635,1549,204,3473,2978,2256,2116,3612,62,190,913,3849,13,3660,183,482,1180]
185.0|[1161,2463,1775,520,1950,1753,1941,1,1]
160.0|[4535,2875,277,3039,4643,799,2133,1480,2455,3042,2028,1882,2180,3849]
188.0|[945,658,3997,3490,938,2528,3805,298,934,1056,184,2107,1390,3805,643,1055,3762,188,1879]
92.0|[2408,3734,646,2230,348,2114,1407,794,4216,4038,1817,2517,2786,341,910,482]
194.0|[2608,612,941,3943,2190,3283,358,910,6,183]
48.0|[3640,805,3185,1393,921,2582,3154,2650,4801,2852,1620,4524,3092,913,3659,781,1]
154.0|[2020,1096,2520,2519,2918,3381,3093,4611,4083,2179,1053,1051,183,1051,482]
164.0|[278,3264,3830,2793,1067,1392,1542,2851,482,1686,1542,1051,342]
93.0|[3916,2633,3485,511,3944,1400,345,4493,1818,2575]
42.0|[2060,3902,3641,820,342,4781,46,373,380,3554,3520,4433,3033,640,482,1]
93.0|[2081,798,4763,3069,1881,2393,3707,3099,2786]
61.0|[4157,960,2977,1724,1059,359,4170,912,781]
19.0|[3415,1057,3945,2465,15,1486,783,3033,4392,2580,3246,1687,1,640,482,341]
174.0|[2388,651,824,386,444,4146,3381,4356,193,3474,2109,2326,3283,3381,1541,2982,4083,3285,2518,1618,2028,1750,2647,1]
177.0|[4366,2396,1157,3105,3388,4171,2859,4553,1470,2649,3146,3757,1]
85.0|[2647,697,1973,3924,371,2180,2989,1633,4136,947,202,191,1184,3473,910,2850,910,2717]
78.0|[1438,3178,651,4506,24,4291,1879,10,783,3246,3033,781,1051,3090]
58.0|[3682,2660,2293,675,2029,2731,2390,489,1881,3532,3706,2919,4554,1949,1943,2717,2255,2,4210,487,1052,641,1]
102.0|[2142,3733,2924,515,3481,2028,51,1064,4212,680,1186,65,3094,3660,4035,351,8,1051,781,640]
196.0|[801,1969,2729,1420,2583,135,4498,3044,1619,4037,2913,10,1390,910,1,1937,183]
123.0|[2141,785,2868,1359,1700,4717,1308,3556,189,4616,4527,3291,4779,2975,1390,1937,910]
182.0|[1289,690,4459,2651,2724,341,1054,342,1180,1]
