97.0, 1937,343,1,4460,5,4132,83,2476,1299,1817,2179,2,781,1549,2389,3611,1,1086,4046,4737,4290,3343,2575,3986,4141,482
26.0, 919,3351,2754,3724,1969,1180,2256,3033,3553,1542,4553,1,3897,1054,1946,1052,1750,1558,781,1,4781,648,4779,1543,342
164.0, 1299,3207,1390,2258,4140,910,3661,3098,4285,1302,482,459,2185,4665,1686,3,183,910,3805,489,2038,4460,2388,3033,3473,358,4713
103.0, 27,341,1116,185,781,2647,4393,24,1051,189,781,3757,783,183,640,86,3706,1962,2975,46,2457,1306,1890,1,4690,351,341,1562,792,3203
30.0, 2647,22,4210,3385,1056,3420,3053,1,3716,642,2724,2107,3517,787,799,4496,1941,1427,910,1558,342,4779,1,4553,648,1750,1543,781,1052,1054,1,1946,4781,3897
84.0, 3613,1390,2258,341,2852,1051,4438,17,642,187,1541,1756,1845,2142,987,482,2790,653,4088,922,482,2256,341,183
110.0, 2786,4036,2028,7,3289,1052,784,1817,271,2028,1697,644,1688,4250,4131,2788,4352,1693,268,2404,188,2342,2028,1217,482,4177,2107,1390,3557,910,3283,1618,482
121.0, 2647,784,6,1057,4427,183,642,3570,3284,92,1879,4318,784,1478,3473,663,183,3706,4392,3046,4763,642,2786,494,1180,2028,1623,1939,787,4182,11,341,341,3290
3.0, 2258,341,642,2852,4438,1051,1390,17,3613,187,3706,2,2179,2718,2257,3677,2522,1069,3708,2787,641,1063
2.0, 1623,642,4182,4763,341,11,494,2028,3706,787,3046,183,4392,341,2786,1939,1180,3290,3091,1763,1,483,184,1541,2522,4809,2108,4352
97.0, 4553,4781,1,1750,3897,1946,1052,1543,1,4779,342,781,1054,648,1558,2389,1,4046,4653,1299,1817,3986,3611,2179,2,2575,4737,83,4141,1549,3343,482,4290,1086,781
123.0, 4318,92,1879,1478,784,3473,663,3284,4427,642,1057,183,2647,3570,6,784,4392,498,183,2195,482,2913,1180,2388,784,4782,1904,1819,1299,1489,3518
112.0, 2347,1186,1310,1,2851,183,3091,483,75,193,1,1,2112,666,3758,4393,4249,2787,3092,2740,6,3293,3284,3553,3204,3609,7,2788,1817,1697,1052,3289,2028,1688,271,784,2028,2786,4036,4250,4131,644
155.0, 2388,2195,183,4782,451,4392,482,2913,498,1819,1299,3518,1180,1904,784,3717,1550
94.0, 3420,3385,3716,3517,910,642,4496,1427,1056,2647,2107,1,2724,3053,787,4210,1941,22,799,265,3717,4400,2269,2861
74.0, 187,1051,17,2258,341,2852,4438,1390,642,3613,1117,415,3473,4460,2038,910,358,489,183,3033,2388,3805,4713
1.0, 1,2522,483,4352,1763,4809,3091,184,1541,2108,4286,356,3709,1062,483,2658,3758,3035,2518,935,4,4087,2786,914,3418,1940,14
129.0, 4460,5,1937,1,4132,343,3107,1,7,1269,1817,1,911,58,4823,343
45.0, 3351,3724,1969,2256,1180,2754,919,3553,1542,3033,3479,911,1299,1,59,4284,543,2575,341,910,2975,2787,3856
55.0, 3706,781,781,4666,1116,783,189,27,1397,24,185,4393,2457,2647,183,341,1890,1306,1,640,1051,3757,2975,46,2456,483,2031,4042,4130,3342,2256,807,3898,344,1,640,2618,4318,2914,3668
18.0, 1693,2284,1390,2028,910,2107,3283,1217,4177,188,1079,2404,3150,1618,2342,482,3557,482,2133,4352,3525,1051,4499,640,4130,1950,1180,200
132.0, 343,1,1937,4460,4132,5,2,2522,3677,1379,641,2718,1069,3706,2179,2787
170.0, 3385,128,2724,3716,1427,1941,1,22,1056,3420,799,2647,2107,642,4496,910,4210,3517,787,1542,919,3553,3351,1180,2256,3033
128.0, 911,7,58,1269,343,4823,1,3107,1817,1,1,1186,2787,1310,4249,2740,2851,1,193,666,1,3284,4393,3553,3204,183,2112,3091,483
127.0, 1269,1,343,911,3221,7,1817,1,4392,2326,910,3338,2261,1192,482,1068,2388,2181
92.0, 2388,1117,415,489,4460,358,2038,3473,4713,3033,3805,183,910,4499,1950,1180,640,82,1051,200,3525,4130
35.0, 3529,344,2031,4130,3668,807,4042,3342,2456,1,2256,483,2914,4318,640,2618,3898,2142,1756,2790,1541,4088,1551,2256,495,653,482,341,482,183,922
12.0, 3717,3557,3002,2035,486,20,4249,2734,2033,2324,1939,4561,1180,3037,342,1409,32,783,1067,208,3351,1180,3724,3033,2256,1542,919,3553
164.0, 914,1062,3035,2658,14,356,2518,4,3418,935,3758,4087,4286,1940,483,3709,2786,2258,3207,459,4665,3661,1686,3098,1390,3,2185,4285,482,1299,1302,910,4140
82.0, 2256,482,1551,987,482,1541,2142,653,183,922,4088,4048,495,341,1756,2790,2256,483,4042,3668,3898,2456,640,807,4318,1,3342,344,2914,2031,4130
105.0, 1182,2851,1052,2034,3759,2179,2035,4458,1945,3858,2518,1,643,183,3204,916,1263,3381,3609,3473,3418,4759,2467,3090,781,2185,4285,71,1686,2258,3207,4140,482,4665,910,3,3661,1302,1299,1390,3098
166.0, 71,2258,910,1686,4285,4665,3,2185,1390,3661,1299,459,1302,3098,3207,482,910,1302,3,1299,2185,4285,3207,1686,4665,3661,482,3098,2258,1390
9.0, 3275,4499,200,1950,4130,1051,1180,640,1051,1390,2852,2258,17,341,642,187,3613,4438
21.0, 2585,682,None,2810,4008,4131,4041,3662,1750,4691,2034,4211,3849,344,782,4392,1
49.0, 2773,1567,2325,2986,3613,3774,4637,782,1051,482,1180,341
180.0, 1041,2658,1062,356,935,3035,4087,2518,4286,14,3709,3758,1940,914,4,2786,3418,483
65.0, 1359,1979,2937,2110,790,4665,3155,3706,1880,4780,4045,942,3757,645,3805,3
110.0, 2522,1377,483,184,4809,2108,3091,1763,4352,1541,1
60.0, 912,548,3516,509,3090,2720,2851,651,3149,4583,2708,2850,185,185,1180,1
16.0, 2477,4287,4244,2914,2397,2923,3283,3553,915,2719,483,1066,3381,3339,1052,1390,1
68.0, 2872,2244,528,781,2031,1404,483,781,1
154.0, 451,1904,1489,4782,498,1819,3518,2195,1180,2913,4392,784,1937,2388,482,183
46.0, 3537,1228,971,4694,2791,3476,1632,2577,1183,2531,2723,4742,1189,2520,183,4737,4493,2028,2913,781
47.0, None,1942,4761,2975,2159,2398,2117,3850,3617,484,482,482
37.0, 3082,3957,4691,4645,2576,2584,2576,342,910,1052,183
104.0, 1116,1397,1962,86,27,46,1890,4666,3731,24,4393,1306,2457,4034,185,189,183,2975,783,3706,1051,341,2647,640,781,1180,1
30.0, 3275,None,200,1950,4499,3525,4130,1180,1180,640
14.0, 3396,790,4770,2869,522,194,2976,672,3707,4323,2195,3955,3618,7,922,342,1,3708,4131,643,910,2388,640,1,341
163.0, 1302,4140,1299,459,3098,71,3207,2258,4665,4285,3661,3,2185,1686,1390,482,910
29.0, 3555,2287,3492,2805,526,1826,1332,1695,24,3161,2524,2922,34,3419,1306,2255,3338,643,2388,2258,2255,1686,1937,1,1
193.0, 1940,2725,145,4638,2600,1478,2390,4136,4096,194,42,1191,1180,3473,183,1,1
84.0, 2541,418,4184,2721,4444,4639,2255,365,2718,2915,1469,1390
26.0, 188,4376,4433,1190,2291,1189,None,1766,2117,34,1055,1696,1763,343,1205,1886,4171,2575,1,781,482
44.0, 2078,697,30,4398,3680,508,4559,1818,1622,1948,3851,3556,1879,9,4352,1,183,1051
63.0, 840,4530,4059,979,3487,3712,4640,1052,2918,4429,4430,1689,3897,183,1686
69.0, 4681,4373,74,810,1688,1755,2975,4712,3340,3612,3897,3849,4352,1938,2786,1052,1938,1051
35.0, 2764,2940,4352,4458,2126,4184,2723,1959,2459,2035,3204,1937,2028,183
73.0, 2946,3718,714,3720,4613,654,392,2659,1,1082,1191,346,4583,913,2107,341,1
106.0, 88,3619,2825,2537,2407,354,1951,1206,346,1886,1181,4612,184,1390,1,341,183
9.0, 4778,645,2038,188,485,911,2327,1623,1184,1299,3897,341,1
73.0, 1239,3261,1310,1364,1825,3849,4034,1942
20.0, 3424,1909,4811,3153,2398,2816,1957,3103,3205,4738,4460,3553,1686,1
53.0, 3060,1446,4098,685,2523,1817,782,341,910,183,482
56.0, 3578,2635,494,348,3716,2458,4459,1879,1882,2455,1183,640,482,2575,183
10.0, 4758,3904,5,185,2255,4352
144.0, 740,1100,4052,3609,2345,783,31,2460,2115,1622,1181,3851,3339,1,1301,4170,1617,4210,1541,183
41.0, 3755,3613,1624,183,4494,3807,2180,914,185,4085,348,486,912,341,642,2388,184
156.0, 801,114,3621,3181,3037,4180,1545,4130,2256,1053,1881,187,1691,2789,2180,490,3202,910,341
56.0, 2574,3342,1184,3988,4524,343,3338,1879,1617,1879,1051,341,781
146.0, 3439,3525,1012,60,31,2733,2192,2914,3203,3849,1056,1750,482,640
189.0, 3035,139,1190,2399,1627,3289,1182,1061,51,1763,3869,3850,3989,4171,3985,4170,1391,345,640,2,1051,183,341,1,1
175.0, 767,1886,3039,4260,4172,2524,1750,3473,1056,4319,1390,640,482,2388,1,1
84.0, 1535,2791,1204,2721,673,357,644,3851,486,3146,1469,4428,2388,1055,2787,4130,484,3758,1181,185,641,185,183
196.0, 187,17,4438,2852,166,3613,642,2258,1390,1051,341
190.0, 339,4460,4132,343,1937,5,1
184.0, 145,4096,1940,2390,2600,1478,4638,4136,2725,194,42,1191,1180,3473,183,1,1
185.0, 1940,2725,145,4638,2600,1478,2390,4136,4096,194,42,1191,1180,3473,183,1,1
178.0, 3035,139,1190,2399,1627,3289,1182,1061,51,1763,3869,3850,3989,4171,3985,4170,1391,345,640,2,1051,183,341,1,1
173.0, 4763,4182,317,3290,2786,11,3046,494,1623,1939,2028,3706,787,642,4392,1180,341,183,341
176.0, 773,2578,816,20,3659,3852,4712,3757,482
172.0, 1042,4742,1309,1301,4781,193,1687,2457,915
166.0, 613,4266,916,1625,3986,1399,4353,6
167.0, 1041,2658,1062,935,356,3035,4087,1940,4286,14,3709,3758,2518,914,4,2786,3418,483
167.0, 1041,2658,1062,356,935,3035,4087,2518,4286,14,3709,3758,1940,914,4,2786,3418,483
160.0, 767,1886,3039,4260,4172,2524,1750,3473,1056,4319,1390,640,482,2388,1,1
162.0, 1178,8,3037,3149,914,4493,1299,2179,183
157.0, 3716,4496,799,3053,1427,128,22,3385,3517,2724,2647,910,3420,1056,4210,1941,787,642,2107,1
155.0, 3385,128,2724,3716,1427,1941,1,22,1056,3420,799,2647,2107,642,4496,910,4210,3517,787,1542,919,3553,3351,1180,2256,3033
134.0, 71,2258,910,1686,4285,4665,3,2185,1390,3661,1299,459,1302,3098,3207,482,910,1302,3,1299,2185,4285,3207,1686,4665,3661,482,3098,2258,1390
138.0, 4665,4140,2258,459,3098,71,3207,2185,1302,4285,3661,3,1299,1686,1390,482,910
139.0, 1299,3207,1390,2258,4140,910,3661,3098,4285,1302,482,459,2185,4665,1686,3,183,910,3805,489,2038,4460,2388,3033,3473,358,4713
139.0, 914,1062,3035,2658,14,356,2518,4,3418,935,3758,4087,4286,1940,483,3709,2786,2258,3207,459,4665,3661,1686,3098,1390,3,2185,4285,482,1299,1302,910,4140
142.0, 1302,4140,1299,459,3098,71,3207,2258,4665,4285,3661,3,2185,1686,1390,482,910
111.0, 787,3053,1056,2107,4496,2647,799,3716,2724,3517,22,1941,910,642,4210,3420,1427,1,3385,792,574,341,3203,351,1562,4690
137.0, 1302,4285,489,3473,459,2185,3661,1686,1390,4460,910,2258,482,910,3805,2038,2388,3033,4713,1299,183,3098,4140,358,3,4665,1937,3609,358,4583,1303,657,1818,782,497
27.0, 3202,1691,4180,341,1545,3037,910,2256,4130,1881,3621,2180,490,801,1053,187,2789,3181,4180,341,2789,910,1053,801,187,3202,3621,1881,1691,490,4130,2180,3037,2256,1545
100.0, 2913,2388,183,1489,2647,498,482,642,4427,1180,784,1904,183,1299,92,1819,784,1057,6,784,3473,3284,4392,1879,3518,4318,3053,787,3517,2107,2724,642,799,4210,3420,3716,910,1056,2647,1941,22,4496,1,3385
124.0, 3553,482,4318,4034,2914,3898,2181,3668,640,2256,2647,107,571,3423,183,4130,3985,344,4042,1470,2456,1469,2031,3529,910,2180,483,1473,1,910,1818,1303,3609,657,4583,782,1937,497,358
156.0, 2724,642,1941,3053,3716,799,2647,1056,22,128,2107,3517,1,787,910,3420,4496,4210,3385,5,1,4460,1937,4132,343
124.0, 3985,4042,3553,1469,640,483,3423,482,1549,4034,1,910,2914,2181,2647,3668,3342,1470,2256,344,4318,107,4130,807,3898,2456,571,2031,183,1473,910,784,183,1180,2195,4392,2913,482,2388,1819,4782,1550,1299,498,3518
29.0, 2179,2787,1,3706,5,1937,2718,3677,2522,1069,343,4132,641,4460,2,2600,1,2725,1,3473,183,194,1191,1180,4136,1478,4638,42,2390,4096,1940
111.0, 343,1068,1,1192,2181,2388,1817,2326,7,2261,482,3221,4392,911,1,910,3338,1562,574,351,4690,792,3203,341
83.0, 3098,4665,2258,4140,482,1302,2185,1686,1390,4285,910,3661,1299,3207,3,71,3986,916,4266,4353,1399,6,1625
46.0, 3076,663,4427,4318,3473,2647,642,784,1879,1478,1057,784,6,183,3284,1937,4132,5,1,343,4460
123.0, 2256,3342,2914,2618,4130,4318,3668,483,640,3529,2456,1,3898,2031,344,4318,2456,4042,3342,2914,344,640,107,3898,4130,2031,483,2256,1
121.0, 1100,2345,2460,3339,31,1617,4210,4170,740,4052,1301,1181,1541,3609,1,2115,783,183,4172,1390,1,482,1750,4319,1,2388,3473,640
99.0, 4087,2518,14,3035,356,1940,935,3709,4,1062,3758,914,2658,2786,3418,483,4286,784,92,663,1489,784,1904,642,3570,6,1057,482,1879,784,4392,4782,183,498,2913,1819,2647,3473,1180,2195,183,1478,2388,4427,3284,3518,1299,4318
100.0, 3661,2258,482,4665,3207,2185,71,3,1390,4140,1299,910,1686,3098,4285,1302,3290,341,4318,494,341,2647,3284,4763,1057,784,1623,4392,1180,784,92,6,3706,11,663,1478,3046,4427,1939,4182,642,183,3570,2028,1879,3473,642,2786,183,787
32.0, 183,1940,4096,2390,2600,2725,1180,194,1191,1478,1,4136,42,3473,1,4638,657,497,3632,1303,1937,358,4583,782,1818,2129,3609
140.0, 482,3661,2258,3,4140,3098,2185,4285,1299,3207,459,4665,1390,910,1302,1686,3852,20,3757,2578,4712,816,482,3659
186.0, 2725,4638,1191,1,2600,1478,194,1180,4096,2390,1940,4136,3473,145,1,183,1,1549,910,2456,4042,3898,344,482,483,183,4130,910,2647,640
6.0, 3290,642,1623,1180,4763,341,2786,3706,183,1939,4182,2028,341,787,3046,4392,494,11,1051,187,1390,341,3613,4438,2852,17,2258,642
45.0, 4170,640,1,4171,3850,3989,2399,1190,183,51,1061,345,1627,1763,3869,1391,1,3035,1182,2,1051,341,3985,3289,1937,641,2179,4460,2522,343,2718,2,2787,4132,1,5,3706,1069,3677
98.0, 642,3284,341,1180,92,3046,3706,341,1057,2647,1939,4427,1623,2028,2786,183,784,1478,4318,3473,3570,1879,4392,642,4182,3290,4763,787,663,494,183,6,11,784,3207,71,2258,482,4285,4665,1302,1299,1390,3098,3661,4140,3,910,1686,2185
62.0, 4096,1,183,42,2725,1940,4638,2390,4136,1191,1478,3473,194,1,2600,1180,3107,1,911,4132,4823,5,1,1817,343,1,343,1937,58,4460,7
62.0, 1,3091,58,3107,7,1,4393,3553,1817,483,2851,4823,3284,1310,1,2740,183,193,1,666,1,2787,1186,4249,2112,3204,343,911,5,4132,1937,343,4460,1
4.0, 3661,3098,183,3473,910,2258,2038,4460,3,489,4713,3207,4140,910,358,1299,482,4285,3805,1686,4665,3033,1390,2185,2388,1302,4493,183,3037,3149,1299,8,2179,914
